"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cluster"
"12","Yang_BioRxiv_2021_Oligo","0.914421737111008","0.914421737111008","0.00749607317848683","-0.170030581826928","-0.629775877847358","37","c(""GPM6B"", ""RTN4"", ""CREB5"", ""PLA2G16"", ""LAMP2"", ""CNP"", ""SCD"", ""SCD5"", ""SYNJ2"", ""FMNL2"")","20"
"13","Interneurons","0.850402209148757","0.868118921839356","0.00926004363689057","-0.204616694940892","-0.698964314779978","26","c(""ETV1"", ""IDS"", ""DCAF7"", ""TCEAL3"", ""TRIM9"", ""AAK1"", ""PDP1"", ""SURF1"", ""NRN1"", ""SRGAP1"")","20"
"14","Cajal.Retzius.cells","0.832304661851609","0.867721881504869","0.0109678917164198","-0.279223736172739","-0.720370848497559","9","c(""CCM2"", ""LNPK"", ""AATF"", ""NSMCE3"", ""SMAD1"", ""SLC25A36"", ""ST3GAL5"", ""TCEAL1"")","20"
"15","Mast.cells","0.715732279575204","0.764993101188864","0.0122885665507895","-0.254635448562388","-0.814611630114615","20","c(""LIMA1"", ""IDS"", ""GPM6A"", ""MEIS2"", ""ARMCX3"", ""WDR60"", ""LSAMP"", ""MFGE8"", ""FAM129B"", ""SMARCA1"", ""OAF"", ""OSBPL8"", ""HS2ST1"")","20"
"16","Yang_BioRxiv_2021_Perivascular_fibroblast","0.713084932881696","0.764993101188864","0.0125732274773553","-0.27164155786229","-0.818752491560401","16","c(""F3"", ""CELF2"", ""LAMB1"", ""FHL2"", ""LAMA4"", ""FBLN1"", ""MIR99AHG"")","20"
"17","GSC_Catalog.Beier2007_CD133","0.718156788871178","0.764993101188864","0.0145562841790833","-0.404670272747913","-0.819907463497144","4","c(""COL9A3"", ""NT5C3A"")","20"
"18","Immature.neurons","0.70581097478765","0.764993101188864","0.0137658520498963","-0.343843318474766","-0.824555860020335","7","NES","20"
"19","Yang_BioRxiv_2021_Neuron","0.649232821881254","0.757438292194797","0.0148207494715376","-0.349210222298505","-0.868690371999055","8","c(""PTPRN2"", ""SNRPN"", ""PLCB1"", ""ANKS1B"", ""ROBO1"", ""DNM1"", ""OXR1"")","20"
"20","Richards_NatureCancer_2021_sc.Developmental","0.337939321117453","0.435763861440926","0.0202155089217756","-0.210080117063364","-1.05886619593707","472","c(""DBI"", ""NDUFA4"", ""PTN"", ""GAP43"", ""TUBB2B"", ""GPM6B"", ""C1orf61"", ""PTPRZ1"", ""CBX3"", ""NDUFC2"", ""SOX2"", ""MARCKSL1"", ""SRI"", ""BCAN"", ""LMO4"", ""ARC"", ""PMP2"", ""NOVA1"", ""C4orf48"", ""SARAF"", ""MDH2"", ""H2AFV"", ""CIRBP"", ""HIGD2A"", ""LSM7"", ""HSBP1"", ""ETV1"", ""PRDX2"", ""H1FX"", ""LSM8"", ""MARCKS"", ""PON2"", ""LAPTM4B"", ""AES"", ""CREB5"", ""AP1S1"", ""HOPX"", ""MT3"", ""ABI2"", ""GABPB1-AS1"", ""UQCRFS1"", ""GPM6A"", ""KIF21A"", ""SOX9"", ""COX20"", ""NME4"", ""HES6"", ""BAALC"", ""MIDN"", ""ZYX"", ""OLIG1"", ""SOX4"", ""SAT2"", ""TOMM20"", ""TMBIM6"", ""GGCT"", ""NUDT1"", 
""NDUFS7"", ""UBALD2"", ""GTF2I"", ""LINC00461"", ""FAM3C"", ""SLC1A3"", ""ATP6V0E2"", ""TUBA1A"", ""PSMG3"", ""UBE2G2"", ""MRPS26"", ""ILF3"", ""MAZ"", ""ZNF428"", ""RBM8A"", ""TRIM28"", ""NDUFA10"", ""NT5C3B"", ""TRAF4"", ""KCNQ2"", ""ACAP3"", ""MAGEF1"", ""DCAF7"", ""PARP1"", ""STMN3"", ""RPAIN"", ""MYO10"", ""ECI1"", ""ITM2C"", ""RAC1"", ""TCEA2"", ""THUMPD3-AS1"", ""FAM181B"", ""SNRNP25"", ""ID4"", ""MEAF6"", ""GNG7"", ""TXN2"", ""PAFAH1B3"", ""MCUR1"", ""TRIM9"", ""TRIB2"", ""GPSM2"", ""SEMA6A"", ""TYMS"", ""ALKBH7"", ""WSB1"", ""CACNG8"", ""COX6B1"", ""ETV5"", ""RBMX"", ""GLUL"", ""NPDC1"")","20"
"21","Stem_core","0.26009601807399","0.344451483395285","0.0303666077981644","-0.54388569589921","-1.17845280704133","5","c(""SOX2"", ""NES"", ""SOX9"")","20"
"22","Radial.glia.cells","0.169685552818432","0.2392757996379","0.039623999518966","-0.627334465195246","-1.27105014813625","4","c(""SLC1A3"", ""SPRY1"", ""OLIG2"", ""GLI3"")","20"
"23","Richards_NatureCancer_2021_sc.Injury_Response","0.0057","0.01862","0.191387828756382","-0.248493059530478","-1.27759240337826","824","c(""S100A10"", ""TMSB10"", ""NEAT1"", ""ANXA2"", ""MDK"", ""IER2"", ""SRP14"", ""TIMP1"", ""B2M"", ""TXN"", ""MRPS6"", ""ANXA1"", ""LDHA"", ""PKM"", ""DCBLD2"", ""SH3BGRL3"", ""POMP"", ""PPDPF"", ""CAST"", ""FDPS"", ""HMGN1"", ""TMSB4X"", ""HMGA1"", ""CLIC1"", ""HLA-B"", ""HLA-C"", ""CD44"", ""CEBPD"", ""S100A13"", ""PRDX6"", ""S100A4"", ""RTN4"", ""S100A6"", ""ARL4C"", ""STK17A"", ""EMP1"", ""TKT"", ""CSTB"", ""SERPINE1"", ""RAB13"", ""TNFRSF12A"", ""PPIB"", ""CD59"", ""POLR2L"", ""SLC5A3"", ""LSM3"", ""PHLDA1"", ""SLIRP"", ""CTSB"", ""RPN2"", ""PRDX1"", ""ARL6IP5"", ""TGFBI"", ""COL6A1"", ""XRCC6"", ""CCND1"", 
""IFITM3"", ""CAV1"", ""MYL12B"", ""PSMA1"", ""DDT"", ""LGALS3BP"", ""AP1S2"", ""ATP6V0E1"", ""SMS"", ""TUBB"", ""MYDGF"", ""TM4SF1"", ""NDUFB3"", ""VAMP5"", ""NQO1"", ""COTL1"", ""GSTO1"", ""TCEAL4"", ""PSMA4"", ""PDLIM4"", ""MTCH1"", ""TMED9"", ""BST2"", ""IFI16"", ""SQSTM1"", ""MYL12A"", ""SLC20A1"", ""S100A11"", ""ATP1B3"", ""CD151"", ""WWTR1"", ""PTTG1IP"", ""COL6A2"", ""SSFA2"", ""MRPL33"", ""TMEM14B"", ""GLRX5"", ""MYADM"", ""LGALS1"", ""ARHGDIA"", ""RNF181"", ""SRPX"", ""IFI27L2"", ""ANXA5"", ""STRAP"", ""GRN"", ""GTF2A2"", ""CTSD"", ""TMEM14C"", ""RCAN1"", ""GOLGA4"", ""GLO1"", ""VKORC1"", ""UPP1"", 
""OSTC"", ""TMED2"", ""MCFD2"", ""SVIP"", ""GOLGB1"", ""PGM2L1"", ""ORAI2"", ""KPNB1"", ""MRPL13"", ""HTRA1"", ""PHLDA2"", ""AKAP9"", ""KLF2"", ""NT5E"", ""NPM1"", ""MRPL36"", ""GTF2F2"", ""RNF213"", ""MRPL3"", ""CAPN2"", ""MRPL20"", ""FKBP1A"", ""NPC2"", ""PLIN3"", ""SSR3"", ""TMEM230"", ""RBP1"", ""HLA-E"", ""KLF10"", ""LDLR"", ""SPATS2L"", ""PLA2G16"", ""C4orf3"", ""ITGAV"", ""BZW1"", ""RAB34"", ""ENC1"", ""MRPL51"", ""PRDX3"", ""ITGA3"", ""MANF"", ""ITGA2"", ""RCN1"", ""TPM4"", ""SYPL1"", ""SQLE"", ""AKAP12"", ""EMD"", ""HEBP2"", ""ATP6AP2"", ""MSMO1"", ""MMP2"", ""TGOLN2"", ""DAP"", ""NTM"", ""TCEAL3"", 
""FAM20C"", ""IFNGR2"", ""TCEAL8"", ""FADS1"", ""LAMP2"", ""ASPH"", ""ARPC1B"", ""P4HB"", ""COL4A2"", ""RASSF8"", ""TNC"", ""FDFT1"", ""SSBP1"", ""GNG12"", ""TARS"", ""PRNP"", ""GANAB"", ""C12orf75"", ""SEC61A1"", ""AKR1B1"", ""ISG15"", ""VMP1"", ""CYB5R3"", ""ECHS1"", ""CMTM6"", ""EIF5A"", ""GSN"", ""DDX21"", ""NRCAM"", ""DRAP1"", ""IFI6"", ""PPFIBP1"", ""TIMMDC1"", ""SEMA3A"", ""SERPINH1"", ""STIP1"", ""CAPZA1"", ""SLC25A37"", ""LEPROT"", ""ARPC4"", ""SWI5"", ""AHNAK2"", ""GHITM"", ""CIB1"", ""DEGS1"", ""ARPC3"", ""MEIS2"", ""DYNLT3"", ""TFG"", ""EBP"", ""FOSL1"", ""COL5A2"", ""LY6E"", ""CALR"", ""NLRP1"", 
""PLK2"", ""MRPL32"", ""AP2M1"", ""AAK1"", ""NUCB2"", ""RNF7"", ""GYPC"", ""SOD2"", ""EIF4EBP1"", ""MGLL"", ""LAMP1"", ""CDV3"", ""ECHDC1"", ""MED10"", ""COL18A1"", ""FAM210B"", ""ADI1"", ""MZT1"", ""PDP1"", ""PRR13"", ""SCD"", ""VCAN"", ""POLE4"", ""PTS"", ""PSMB9"", ""PDHB"", ""BACE2"", ""FAM50A"", ""TPM3"", ""SDF2L1"", ""SYAP1"", ""PPIC"", ""CEBPZOS"", ""DDX27"", ""MAP4"", ""SYNJ2"", ""CTSA"", ""MXRA7"", ""CTNNAL1"", ""UBXN4"", ""PLP2"", ""TWF2"", ""FAM89B"", ""CD47"", ""RBCK1"", ""SEC11A"", ""CFLAR"", ""LAMB1"", ""EIF2AK2"", ""CDC26"", ""TMEM126A"", ""TMED3"", ""LRP10"", ""MIR4435-2HG"", ""TRAPPC1"", 
""MED4"", ""CNN3"", ""SLC2A4RG"", ""ARFGAP3"", ""FDX1"", ""SHISA5"", ""BOLA3"", ""PBDC1"", ""TNFRSF1A"", ""MRPS10"", ""TWISTNB"", ""ADRM1"", ""NAA20"", ""TMEM14A"", ""DBNL"", ""TAPBP"", ""RGS3"", ""MAN1B1"", ""ANKRD28"", ""FHL2"", ""CBR3"", ""MRPL50"", ""DFFA"", ""EIF2AK4"", ""C8orf59"", ""MRC2"", ""CLPTM1L"", ""SLC4A7"", ""RNF114"", ""C11orf58"", ""MAFF"", ""G6PD"", ""PXDN"", ""LY96"", ""ST3GAL4"", ""RRP36"", ""NQO2"", ""DDOST"", ""LTBP3"", ""MFSD12"", ""GGH"", ""TSPAN4"", ""PDIA4"", ""GARS"", ""UFM1"")","20"
"24","Yang_BioRxiv_2021_BEC_capillary","0.170911285455643","0.2392757996379","0.0355286646087992","-0.381326618668621","-1.27759758745883","24","c(""TMSB10"", ""BSG"", ""WWTR1"", ""KLF2"", ""HLA-E"", ""AKAP12"", ""MYO10"", ""PPFIBP1"", ""SEC14L1"", ""ITGA6"", ""BACE2"", ""GRB10"", ""SLC16A1"", ""PDXK"")","20"
"25","Yang_BioRxiv_2021_Astrocyte","0.1559943912129","0.231628035437337","0.0367632352615047","-0.356515733268936","-1.28903680693555","33","c(""C1orf61"", ""PTPRZ1"", ""CD44"", ""CLU"", ""SERPINE2"", ""GPM6A"", ""CADM1"", ""LINC00461"", ""SLC1A3"", ""NTM"", ""ASPH"", ""TNC"", ""NRCAM"", ""MEIS2"", ""PRKCA"", ""VCAN"")","20"
"26","Yang_BioRxiv_2021_OPC","0.147528517110266","0.225903041825095","0.0397587663467915","-0.451056940649075","-1.312768044637","14","c(""PTPRZ1"", ""NOVA1"", ""RAB31"", ""TRIM9"", ""NRCAM"", ""VCAN"", ""SCD5"")","20"
"27","Neftel_Cell_2019_G1.S","0.147177157689812","0.225903041825095","0.040349788069391","-0.494047619047619","-1.31341531903583","10","c(""HIST1H4C"", ""DUT"", ""TMEM106C"", ""CKS1B"", ""MCM4"", ""MCM3"", ""PCNA"", ""FEN1"", ""MCM7"", ""GMNN"")","20"
"28","Tanycytes","0.143179892685682","0.225903041825095","0.0429594939252289","-0.607338777567606","-1.31593842722098","5","c(""PTN"", ""PRDX6"", ""IGFBP5"")","20"
"29","Chanoch_Myers_IMMUNE","0.0921864740643467","0.155763352729413","0.0525252258532999","-0.540042010381451","-1.39325734471995","9","c(""CD81"", ""CTSC"", ""LGALS3BP"", ""BST2"", ""GRN"", ""PTX3"")","20"
"30","Oligodendrocyte.progenitor.cells","0.0893929286190794","0.155763352729413","0.0538582753911296","-0.563924313117345","-1.40281008418612","8","c(""OLIG1"", ""CNP"", ""ETV5"", ""VCAN"", ""C1QL1"", ""OLIG2"")","20"
"31","Neftel_Cell_2019_G2.M","0.0830320247933884","0.150687748699112","0.0550577664801399","-0.519622953421685","-1.41773489864919","11","c(""CENPF"", ""ARL6IP1"", ""KPNA2"", ""GPSM2"", ""MZT1"", ""CKAP2"", ""CDC25B"")","20"
"32","Neftel_Cell_2019_MES2","0.0529502552534726","0.103782500296806","0.0668120931524977","-0.425156783266109","-1.47904734368025","28","c(""ANXA2"", ""FTL"", ""LDHA"", ""LGALS3"", ""IGFBP3"", ""PGK1"", ""SQSTM1"", ""MT1X"", ""PPP1R15A"", ""AKAP12"", ""BNIP3"")","20"
"33","Neftel_Cell_2019_NPC1","0.0495551161641127","0.103446308341892","0.0706314172523161","-0.471426890821284","-1.49068961551634","19","c(""MARCKSL1"", ""BCAN"", ""ETV1"", ""HES6"", ""BEX1"", ""OLIG1"", ""SOX4"", ""TUBA1A"", ""STMN1"", ""MLLT11"", ""DBN1"")","20"
"34","Chanoch_Myers_APOPTOSIS","0.0322971948445792","0.0753601213040182","0.0979108420486795","-0.807072135785007","-1.49485347849107","3","c(""EMP1"", ""SQSTM1"", ""GSN"")","20"
"35","Macrophages","0.038425617078052","0.0855843289465704","0.0838535061362348","-0.615053838486132","-1.52999916278869","8","c(""LGALS3"", ""S100A4"", ""NRP2"")","20"
"36","Chanoch_Myers_GLYCOLYSIS","0.0175336907694537","0.0452184656685911","0.13063133623686","-0.781266612728754","-1.58293398328391","4","c(""TXN"", ""PKM"", ""CHPF"")","20"
"37","Astrocytes","0.0131470829909614","0.0357892814753949","0.146922135732098","-0.71560712711416","-1.64463886137489","6","c(""FABP7"", ""SOX9"", ""HTRA1"", ""SLC1A3"")","20"
"38","Chanoch_Myers_MHCI","0.00931251711859764","0.0268419611065462","0.175004015942342","-0.728862964884773","-1.67510399386393","6","c(""B2M"", ""HLA-B"", ""HLA-C"")","20"
"39","Monocytes","0.00821692686935086","0.025164338537387","0.186472629239996","-0.733174611483503","-1.68501320421708","6","c(""CD44"", ""S100A4"", ""IFITM3"", ""PSAP"")","20"
"40","Chanoch_Myers_MES_OTHER","0.00319121776870054","0.0111692621904519","0.291090917251384","-0.628179792093649","-1.7911056559148","13","c(""SCG2"", ""SPP1"", ""TNFRSF12A"", ""PPIB"", ""IGFBP3"", ""WWTR1"", ""COL6A2"", ""GADD45A"", ""TNC"", ""SAT1"")","20"
"41","GSC_Catalog.Liau2018_GSC8","0.00319121776870054","0.0111692621904519","0.291090917251384","-0.62862910004442","-1.79238675094842","13","c(""FABP7"", ""SOX2"", ""NES"", ""SOX9"", ""SOX4"", ""SLC1A3"")","20"
"42","Bergmann.glia","0.00153519911744737","0.00626872972957675","0.45505986738723","-0.734087667796391","-1.82610602009486","8","c(""FABP7"", ""METRN"", ""S100B"", ""HOPX"", ""SLC1A3"")","20"
"43","Neftel_Cell_2019_OPC","0.000492796473295111","0.00241470271914604","0.477270815362862","-0.62175660894076","-1.96604423373466","19","c(""DBI"", ""GPM6B"", ""PTPRZ1"", ""PMP2"", ""LIMA1"", ""THY1"", ""OLIG1"", ""RAB31"", ""CNP"", ""SCRG1"", ""VCAN"", ""SCD5"", ""TTYH1"", ""PSAT1"")","20"
"44","Chanoch_Myers_ASTROCYTE","0.000112905154346703","0.00061470584033205","0.538434096309916","-0.750196420707263","-2.04682960880536","11","c(""PRDX6"", ""PMP2"", ""HOPX"", ""TSC22D4"", ""CST3"", ""HTRA1"", ""F3"", ""ID4"", ""GLUL"")","20"
"45","Hu_2022_RG","3.00608773156871e-06","1.84122873558583e-05","0.627256739718528","-0.86742209631728","-2.15778684418335","8","c(""FABP7"", ""TUBB2B"", ""GPM6B"", ""PTPRZ1"", ""SOX2"", ""HOPX"", ""SOX9"", ""SLC1A3"")","20"
"46","Neural.stem.precursor.cells","2.02216391544345e-06","1.41551474081042e-05","0.627256739718528","-0.815707400056705","-2.22556921423811","11","c(""CBX3"", ""SOX2"", ""S100A6"", ""S100B"", ""IGFBP3"", ""RBM3"", ""HOPX"", ""SOX9"", ""SLC1A3"", ""ID4"", ""ISG15"")","20"
"47","Chanoch_Myers_MES_CORE_GENES","5.38590405068112e-08","5.46269405987636e-07","0.719512826338911","-0.781485478440555","-2.39870206133138","17","c(""S100A10"", ""TMSB10"", ""ANXA2"", ""S100A16"", ""TIMP1"", ""ANXA1"", ""CD44"", ""S100A6"", ""SERPINE1"", ""CTSB"", ""TGFBI"", ""S100A11"", ""TAGLN2"", ""LGALS1"")","20"
"48","Neftel_Cell_2019_AC","3.30662674081714e-08","5.400823676668e-07","0.719512826338911","-0.725534680457987","-2.43083307587389","24","c(""FABP7"", ""DBI"", ""S100A16"", ""GPM6B"", ""PTPRZ1"", ""BCAN"", ""CLU"", ""S100B"", ""PMP2"", ""PON2"", ""HOPX"", ""MT3"", ""ANXA5"", ""RAMP1"", ""SLC1A3"", ""RAB31"", ""F3"")","20"
"49","Neftel_Cell_2019_MES1","3.58757963773274e-09","8.78957011244522e-08","0.774939030136436","-0.723030561128744","-2.51529899775295","28","c(""S100A10"", ""SPP1"", ""ANXA2"", ""S100A16"", ""TIMP1"", ""ANXA1"", ""LGALS3"", ""CLIC1"", ""CD44"", ""PRDX6"", ""EMP1"", ""SERPINE1"", ""CTSB"", ""IFITM3"", ""S100A11"", ""WWTR1"", ""TAGLN2"", ""LGALS1"", ""RCAN1"", ""MT1X"", ""NPC2"")","20"
"50","Hu_2022_Peri","2.40121205179372e-09","3.68185847941703e-08","0.774939030136436","0.736226550008092","2.49411965744551","33","c(""COL1A1"", ""LUM"", ""DCN"", ""COL3A1"", ""COL1A2"", ""OLFML3"", ""IGFBP4"", ""BGN"", ""COL6A1"", ""PDGFRB"", ""PCOLCE"", ""ISLR"", ""COL5A1"")","19"
"51","Yang_BioRxiv_2021_Perivascular_fibroblast","6.94714013262043e-05","0.0004565263515722","0.538434096309916","0.604895093939028","2.05991681571155","34","c(""APOD"", ""DCN"", ""COL1A2"", ""COL6A3"", ""ABCA8"", ""C1S"", ""FBN1"", ""GPC3"", ""ABCA9"", ""ABCA6"", ""VIT"")","19"
"52","Neftel_Cell_2019_G1.S","0.00059753077064557","0.00274864154496962","0.477270815362862","0.600134657617052","1.93251570674141","26","c(""HIST1H4C"", ""TK1"", ""DUT"", ""GINS2"", ""MCM7"", ""PCNA"", ""MCM3"", ""ASF1B"", ""RRM1"", ""CENPM"", ""CENPK"", ""MCM4"", ""TMEM106C"", ""CDC45"", ""PKMYT1"", ""FEN1"", ""ZWINT"", ""RAD51AP1"", ""AURKB"")","19"
"53","Chanoch_Myers_MES_CORE_GENES","0.000321384504190916","0.00164263191030913","0.49849310876659","0.84760182629643","1.85625413085822","6","c(""COL1A1"", ""COL1A2"", ""IGFBP7"", ""FN1"")","19"
"54","Yang_BioRxiv_2021_Pericyte","0.00448376151236064","0.0137502019712393","0.238352921646911","0.511143450307035","1.75999012936009","36","c(""DCN"", ""PLXDC1"", ""PDGFRB"", ""HES4"", ""CRISPLD2"", ""COL4A1"", ""COL4A2"", ""NOTCH3"", ""NR2F2"", ""COL5A3"", ""PRELP"", ""P2RY14"", ""ARHGAP10"", ""ISYNA1"", ""CTDSPL"", ""KCNE4"", ""DLC1"", ""C1QTNF1"")","19"
"55","Meningeal.cells","0.00262264733107066","0.0100534814357709","0.354819512103747","0.874223266470935","1.70832139972752","4","c(""LUM"", ""DCN"", ""BMP7"")","19"
"56","Chanoch_Myers_IMMUNE","0.0079388855602157","0.0214816903394072","0.198584486969905","0.813504867592126","1.69277978610856","5","c(""CFH"", ""C1S"", ""CCL2"", ""CXCL14"")","19"
"57","Yang_BioRxiv_2021_SMC","0.021156735102654","0.0444766739182983","0.110200614426747","0.515196134723132","1.61732475793964","23","c(""C11orf96"", ""IGFBP4"", ""CRISPLD2"", ""COL4A1"", ""COL4A2"", ""NOTCH3"", ""COL18A1"", ""ARHGAP10"")","19"
"58","Neftel_Cell_2019_G2.M","0.021271452743534","0.0444766739182983","0.107942085094929","0.460392644866438","1.5950944550399","37","c(""SMC4"", ""CENPF"", ""TMPO"", ""CDCA3"", ""TUBB4B"", ""CCNB2"", ""H2AFZ"", ""MXD3"", ""KIFC1"", ""KIF4A"", ""CKAP2L"", ""HMGB3"", ""KIF20A"", ""TACC3"", ""NCAPD2"", ""SPAG5"", ""PLK1"", ""FOXM1"", ""KPNA2"", ""KIF11"", ""CKAP2"", ""KIF2C"", ""CCNA2"", ""CDC20"", ""BUB1B"", ""ECT2"", ""RACGAP1"")","19"
"59","Neftel_Cell_2019_NPC2","0.0395957358438322","0.0771752545510645","0.0841553633643137","0.631672209950964","1.56182610990247","9","c(""DCX"", ""TCF4"", ""STMN1"", ""CRABP1"", ""RBFOX2"")","19"
"60","Myoepithelial.cells","0.0402653502005554","0.0771752545510645","0.0882143061853503","0.777494986887882","1.51930447886975","4","c(""NGFR"", ""EGFR"", ""KRT17"")","19"
"61","Pericytes","0.0607837087318729","0.111842024066646","0.0712828552644706","0.74802063299238","1.46170858611104","4","c(""COL1A1"", ""P2RY14"")","19"
"62","Mast.cells","0.0724713242961418","0.123469663615649","0.0594870687313202","0.508351331771972","1.45874534939399","16","c(""OAF"", ""CCL2"", ""DUSP1"", ""KDELR3"", ""COPZ2"", ""STARD13"", ""SOCS1"", ""FAM198B"", ""SLC29A1"")","19"
"63","Fibroblasts","0.070211402946829","0.123469663615649","0.0599454721514683","0.486998405141131","1.45872206563533","19","c(""DCN"", ""NR4A1"", ""TCF4"", ""SERPINH1"", ""NR4A2"", ""CXCL14"")","19"
"64","Tanycytes","0.0865473619253317","0.142184951734473","0.0592054667890258","0.723575013562612","1.41393935323527","4","c(""MEST"", ""VCAN"", ""SCN7A"")","19"
"65","Richards_NatureCancer_2021_sc.Injury_Response","0.00561685055165497","0.016148445336008","0.193113963346815","0.298505536717591","1.36372861295967","457","c(""COL1A1"", ""COL3A1"", ""COL1A2"", ""COL6A3"", ""IGFBP7"", ""OGN"", ""LRRC17"", ""OLFML3"", ""CFH"", ""FOXS1"", ""CHN1"", ""TK1"", ""BGN"", ""C1S"", ""HIC1"", ""COL6A1"", ""ABI3BP"", ""PDGFRB"", ""FBN1"", ""PI16"", ""PCOLCE"", ""ISLR"", ""COL5A1"", ""OAF"", ""VCAN"", ""CHSY1"", ""IGFBP6"", ""GLT8D2"", ""CCL2"", ""SBSPON"", ""TPM4"", ""MMP2"", ""KANK4"", ""MFAP2"", ""COL5A2"", ""ABCA9"", ""ABCA6"", ""C1R"", ""PMAIP1"", ""DUSP1"", ""RRBP1"", ""COL4A2"", ""SERPINH1"", ""KDELR3"", ""FAM114A1"", ""EMILIN1"", ""ALDH1A3"", ""NR4A2"", ""ANLN"", ""CD38"", ""SSPN"", ""SFRP4"", ""HTRA3"", ""TUBB4B"", ""COL21A1"", 
""LY6E"", ""INHBA"", ""PLK2"", ""TWIST1"", ""CXCL14"", ""NUCB2"", ""KDELC2"", ""COPZ2"", ""FOXC1"", ""HEXB"", ""PDGFRL"", ""SRPX2"", ""KRT17"", ""SLIT3"", ""SOCS3"", ""TIAM1"", ""COL5A3"", ""PGF"", ""CTHRC1"", ""FILIP1L"", ""FBLN1"", ""TPD52L1"", ""RUNX1T1"", ""CRABP1"", ""STARD13"", ""RBFOX2"", ""COL18A1"", ""HCFC1R1"", ""ISG15"", ""ARHGAP10"", ""CYGB"", ""SOCS1"", ""TSHZ3"", ""XRCC6"", ""ITPRIPL2"", ""SHCBP1"", ""CH25H"", ""FKBP7"", ""CDKN3"", ""CALU"", ""GPX8"", ""RECQL"", ""TCF19"", ""CDCA4"", ""FAM198B"", ""SLC29A1"", ""TERF1"", ""HPRT1"", ""OSTC"", ""CCL11"", ""DIAPH3"", ""PLOD1"", ""TUBB6"", ""LHFPL2"", 
""COL12A1"", ""SMIM10"", ""DAB2"", ""RAB34"", ""HGF"", ""SPATS2L"", ""CTSK"", ""PLAGL1"", ""CBR3"", ""IKBIP"", ""GGH"", ""CSTB"", ""SCPEP1"", ""OMD"", ""ZWILCH"", ""CLDN1"", ""SEC31A"", ""CENPW"", ""STOM"", ""C1QTNF1"", ""P3H1"", ""CDH11"", ""SLC2A4RG"", ""EPB41L2"", ""LAMB1"", ""VKORC1"", ""FSTL1"", ""GEM"", ""KLF5"", ""SERPING1"", ""COLEC12"", ""S1PR3"", ""CPED1"", ""THBS1"", ""SMTN"", ""KPNB1"")","19"
"66","Microglia","0.173717110045065","0.24971834568978","0.0391705735779892","0.588305479570606","1.28839325586534","6","c(""OLFML3"", ""FOS"", ""COLEC12"", ""AEBP1"")","19"
"67","Purkinje.neurons","0.307482337829159","0.384159375513842","0.0296485090705704","0.62901602330589","1.1334088882457","3","c(""GAD1"", ""PKP4"", ""PDE5A"")","19"
"68","Macrophages","0.54949466980479","0.610089066936331","0.0177861173824647","0.378350409891063","0.935481313806782","9","c(""CCL2"", ""DAB2"", ""CTSK"")","19"
"69","Interneurons","0.556972218494162","0.610089066936331","0.0171309262252782","0.355995904393161","0.929505731680768","11","c(""CHN1"", ""CXCL14"", ""GAD1"", ""LINGO1"")","19"
