"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge","cluster"
"15","Cajal.Retzius.cells","0.719498289623717","0.77089102459684","0.014290903307766","-0.340831435079727","-0.813835798357927","7","c(""CCM2"", ""SLC25A36"", ""ST3GAL5"", ""AATF"", ""NSMCE3"", ""LNPK"", ""TCEAL1"")","5"
"16","Yang_BioRxiv_2021_BEC_capillary","0.612082066869301","0.671797390466306","0.0149189755317702","-0.255123060070161","-0.90100045993077","28","c(""TMSB10"", ""BSG"", ""WWTR1"", ""PPFIBP1"", ""KLF2"", ""ITGA6"", ""BACE2"", ""HLA-E"", ""MYO10"")","5"
"17","Yang_BioRxiv_2021_Oligo","0.56996373640115","0.671797390466306","0.0157659269116235","-0.250717858919386","-0.934488207383785","35","c(""GPM6B"", ""RTN4"", ""CREB5"", ""CNP"", ""PLA2G16"", ""PLP1"", ""SCD"", ""SCD5"", ""ARHGAP21"", ""SYNJ2"", ""LAMP2"", ""FMNL2"", ""ANKS1B"", ""COLGALT2"", ""NCAM1"", ""MAP4K4"", ""PCDH9"", ""QDPR"")","5"
"18","Richards_NatureCancer_2021_sc.Developmental","0.603065056328022","0.671797390466306","0.0119240875420497","-0.180158241370504","-0.959941378888044","478","c(""NDUFA4"", ""GPM6B"", ""PTN"", ""DBI"", ""TUBB2B"", ""MARCKSL1"", ""MARCKS"", ""SOX2"", ""NDUFC2"", ""CBX3"", ""SRI"", ""PTPRZ1"", ""MDH2"", ""GAP43"", ""HSBP1"", ""BCAN"", ""NOVA1"", ""H1FX"", ""LMO4"", ""H2AFV"", ""UQCRFS1"", ""PRDX2"", ""C4orf48"", ""PON2"", ""HIGD2A"", ""FAM3C"", ""LSM7"", ""GTF2I"", ""MIDN"", ""SOX4"", ""TMBIM6"", ""SARAF"", ""AES"", ""TOMM20"", ""PMP2"", ""GABPB1-AS1"", ""AP1S1"", ""NDUFS7"", ""NME4"", ""LAPTM4B"", ""ARC"", ""CREB5"", ""ITM2C"", ""LSM8"", ""NUDT1"", ""GGCT"", ""KIF21A"", ""ZNF428"", ""SAT2"", ""CIRBP"", ""MRPS26"", ""RPAIN"", ""RBM8A"", ""TYMS"", ""ATP6V0E2"", ""ETV1"", 
""TXN2"", ""PSMG3"", ""SOX9"", ""TTYH1"", ""GPM6A"", ""ABI2"", ""ILF3"", ""OLIG1"", ""COX6B1"", ""ZYX"", ""SLC1A3"", ""PLP1"", ""RAC1"", ""ALKBH7"", ""HES6"", ""RBMX"", ""ECI1"", ""FEZ1"", ""BAALC"", ""DCAF7"", ""NREP"", ""NPDC1"", ""COX20"", ""GNG7"", ""SCRG1"", ""GAS1"", ""UBE2G2"", ""TUBA1A"", ""SUGP2"", ""NT5C3B"", ""NDUFA10"", ""SCARB2"", ""MAGEF1"", ""KCNQ2"", ""CAMLG"", ""LINC00461"", ""UBALD2"", ""MAZ"", ""PARP1"", ""TRIB2"", ""TCEA2"", ""SNRNP25"", ""CELF2"", ""CDKN1A"", ""TRIM28"", ""MYO10"", ""ZMAT3"", ""APH1A"", ""KNOP1"", ""BCHE"", ""PAFAH1B3"", ""ID4"", ""SCD5"", ""PLEKHJ1"", ""GPSM2"", ""ACAP3"", 
""EIF2AK1"", ""STMN3"", ""FYN"", ""WSB1"", ""FAM173A"", ""TGIF1"")","5"
"19","Yang_BioRxiv_2021_Neuron","0.497576966932725","0.621971208665906","0.0197020017265474","-0.411446469248292","-0.982450065686888","7","c(""SNRPN"", ""ANKS1B"", ""PTPRN2"", ""ROBO1"", ""DNM1"", ""OXR1"", ""PLCB1"")","5"
"20","Muller_GenBiology_2017_MG","0.424153166421208","0.561379190851598","0.0226869247386088","-0.486615875456026","-1.04799326391458","5","c(""KLF2"", ""SLC1A3"")","5"
"21","Muller_GenBiology_2017_BDM","0.384004458687474","0.523642443664737","0.0233928246745307","-0.415404164898009","-1.06995488105646","9","c(""TGFBI"", ""S100A11"", ""CIB1"", ""FXYD5"", ""TMEM123"", ""VOPP1"", ""PLTP"")","5"
"22","Yang_BioRxiv_2021_Astrocyte","0.339997485225701","0.478121463598642","0.0237013271393427","-0.298346889536608","-1.10342175901543","34","c(""CLU"", ""CD44"", ""PTPRZ1"", ""SERPINE2"", ""VCAN"", ""CADM1"", ""GPM6A"", ""SLC1A3"", ""TNC"", ""NRCAM"", ""NTM"", ""LINC00461"", ""ASPH"")","5"
"23","Yang_BioRxiv_2021_T_cell","0.335235567352356","0.478121463598642","0.0248196464168114","-0.365890754691514","-1.11240029765946","16","c(""HLA-B"", ""STK17A"", ""IFI16"", ""RNF213"", ""CELF2"", ""FYN"", ""LITAF"", ""GNG2"", ""ZC3HAV1"", ""MDFIC"", ""ZFP36L2"", ""ATM"")","5"
"24","Richards_NatureCancer_2021_sc.Injury_Response","0.00381105205094775","0.0114331561528432","0.235141995561108","-0.240289005279631","-1.31039307174991","831","c(""S100A10"", ""B2M"", ""TMSB10"", ""ANXA2"", ""SRP14"", ""NEAT1"", ""MDK"", ""TIMP1"", ""S100A4"", ""S100A6"", ""TXN"", ""IER2"", ""ANXA1"", ""MRPS6"", ""PKM"", ""PPDPF"", ""DCBLD2"", ""CD44"", ""HMGA1"", ""SH3BGRL3"", ""COL6A1"", ""RCAN1"", ""RTN4"", ""HMGN1"", ""SERPINE1"", ""PPIB"", ""PHLDA1"", ""LDHA"", ""CAST"", ""CD59"", ""POMP"", ""TKT"", ""HLA-B"", ""CSTB"", ""RAB13"", ""HLA-C"", ""FDPS"", ""IFITM3"", ""STK17A"", ""DDT"", ""TMSB4X"", ""ANXA5"", ""CEBPD"", ""MYL12B"", ""S100A13"", ""TNFRSF12A"", ""CLIC1"", ""XRCC6"", ""EMP1"", ""ATP6V0E1"", ""PRDX6"", ""ARL4C"", ""CCND1"", ""CTSB"", ""SQSTM1"", 
""PRDX1"", ""AP1S2"", ""COTL1"", ""MYDGF"", ""LSM3"", ""TCEAL4"", ""TUBB"", ""SMS"", ""CD151"", ""TGFBI"", ""POLR2L"", ""P4HB"", ""ATP1B3"", ""RPN2"", ""PSMA1"", ""LGALS3BP"", ""MRPL33"", ""GSTO1"", ""ARL6IP5"", ""TMED9"", ""NDUFB3"", ""SLIRP"", ""SLC5A3"", ""VAMP5"", ""WWTR1"", ""CTSD"", ""NQO1"", ""TM4SF1"", ""IFI16"", ""MMP2"", ""SVIP"", ""AKAP9"", ""C4orf3"", ""MYL12A"", ""PTTG1IP"", ""GOLGA4"", ""IFI27L2"", ""TMEM14B"", ""TMEM14C"", ""COL6A2"", ""PDLIM4"", ""ARHGDIA"", ""BST2"", ""TMEM230"", ""VCAN"", ""SSFA2"", ""RCN1"", ""ARPC1B"", ""GRN"", ""MRPL20"", ""GLRX5"", ""RNF7"", ""SLC20A1"", ""GLO1"", 
""MYADM"", ""PPFIBP1"", ""S100A11"", ""RNF181"", ""VKORC1"", ""MRPL36"", ""TGOLN2"", ""TPM4"", ""SPATS2L"", ""SRPX"", ""PLA2G16"", ""RAB34"", ""FKBP1A"", ""ITGA3"", ""SSR3"", ""UPP1"", ""RBP1"", ""VMP1"", ""NPC2"", ""ORAI2"", ""FDFT1"", ""AKR1B1"", ""PRNP"", ""MANF"", ""SQLE"", ""OSTC"", ""STRAP"", ""CAV1"", ""MRPL3"", ""GSN"", ""ENC1"", ""ECHS1"", ""GTF2A2"", ""PGM2L1"", ""PHLDA2"", ""SYPL1"", ""DDX21"", ""SSBP1"", ""MTCH1"", ""KLF2"", ""LAMB1"", ""TRAPPC1"", ""NT5E"", ""CAPN2"", ""MAP4"", ""GOLGB1"", ""PLIN3"", ""TNC"", ""KPNB1"", ""ARPC4"", ""LY6E"", ""TCEAL3"", ""MRPL51"", ""NRCAM"", ""PDIA4"", ""TFG"", 
""RASSF8"", ""SERPINH1"", ""CDV3"", ""PSMA4"", ""CYB5R3"", ""SYAP1"", ""MGLL"", ""MXRA7"", ""RNF213"", ""ISG15"", ""ADI1"", ""FADS1"", ""NTM"", ""DAP"", ""LDLR"", ""SCD"", ""MRPL32"", ""EIF4EBP1"", ""COL4A2"", ""MCFD2"", ""MSMO1"", ""SEMA3A"", ""COL5A2"", ""TWISTNB"", ""EIF5A"", ""ITGA2"", ""TCEAL8"", ""FAM20C"", ""GTF2F2"", ""TIMMDC1"", ""ASPH"", ""HEBP2"", ""GYPC"", ""CMTM6"", ""LEPROT"", ""EMD"", ""PLP2"", ""BZW1"", ""TMED3"", ""MRPL13"", ""ATP6AP2"", ""CIB1"", ""PIGT"", ""HTRA1"", ""GANAB"", ""DDOST"", ""COL18A1"", ""EIF2AK2"", ""BACE2"", ""CALU"", ""HLA-E"", ""C12orf75"", ""PPIC"", ""TWF2"", ""SDF2L1"", 
""PRR13"", ""AHNAK2"", ""FAM210B"", ""NUCB2"", ""PRDX3"", ""SEC61B"", ""SLC25A37"", ""UBXN4"", ""SEC61A1"", ""EBP"", ""BCAP31"", ""AAK1"", ""ADRM1"", ""TAPBP"", ""GARS"", ""CTSL"", ""DEGS1"", ""KLF10"", ""PXDN"", ""EPS8"", ""MMADHC"", ""ARPC5"", ""SYNJ2"", ""TTC1"", ""RGS3"", ""SWI5"", ""MAFF"", ""PLK2"", ""TARS"", ""LAMP2"", ""MED10"", ""DYNC1H1"", ""PSMB8"", ""PDLIM2"", ""IFI6"", ""MEIS2"", ""MIR4435-2HG"", ""HEXA"", ""ITPRIPL2"", ""LRRFIP1"", ""SLC2A4RG"", ""STIP1"", ""CEBPZOS"", ""SLC4A7"", ""IFNGR2"", ""SSR1"", ""PYGB"", ""DRAP1"", ""TMEM179B"", ""SERPINB6"", ""MZT1"", ""RNF114"", ""ARPC3"", ""FBN1"", 
""TNFRSF1A"", ""CTSA"", ""EIF6"", ""ECHDC1"", ""TAF9"", ""LAMP1"", ""POLE4"", ""PDP1"", ""LOXL1"", ""NLRP1"", ""ITGAV"", ""SOD2"", ""PTS"", ""CFLAR"", ""AKAP12"", ""FOSL1"", ""TIMM17A"", ""MRPS10"")","5"
"25","Chanoch_Myers_IMMUNE","0.133203288282012","0.206694757678984","0.0443866736274428","-0.518881985417297","-1.33648229821146","9","c(""CD81"", ""CTSC"", ""LGALS3BP"", ""BST2"", ""GRN"")","5"
"26","Astrocytes","0.12255247217918","0.196959330287968","0.0467506909493571","-0.541660874102986","-1.34814656231358","8","c(""FABP7"", ""S100B"", ""SOX9"", ""SLC1A3"", ""HTRA1"")","5"
"27","Neftel_Cell_2019_NPC1","0.118606759031464","0.196959330287968","0.0454461345170903","-0.416860907188584","-1.35032454815526","20","c(""MARCKSL1"", ""BCAN"", ""STMN1"", ""SOX4"", ""BEX1"", ""ETV1"", ""OLIG1"", ""HES6"", ""TUBA1A"", ""DBN1"", ""MLLT11"", ""SOX11"", ""MAP2"", ""PFN2"", ""CHD7"")","5"
"28","Neftel_Cell_2019_G1.S","0.10610042882833","0.183635357587495","0.050072872271063","-0.517993079958969","-1.37501297757125","10","c(""HIST1H4C"", ""DUT"", ""CKS1B"", ""TMEM106C"", ""PCNA"", ""MCM7"", ""MCM3"")","5"
"29","Neftel_Cell_2019_MES2","0.0833333333333333","0.15625","0.0543824704977098","-0.397222179933008","-1.40284209007182","28","c(""FTL"", ""ANXA2"", ""LGALS3"", ""LDHA"", ""IGFBP3"", ""SQSTM1"", ""PGK1"")","5"
"30","Oligodendrocyte.progenitor.cells","0.089730948020848","0.161515706437526","0.0553343907639583","-0.566256279340321","-1.40936237575836","8","c(""VCAN"", ""CNP"", ""OLIG1"", ""FYN"", ""ETV5"", ""SOX10"", ""C1QL1"")","5"
"31","Yang_BioRxiv_2021_OPC","0.0719309887193099","0.140734543146476","0.060295791275842","-0.471577452578326","-1.43371454974286","16","c(""PTPRZ1"", ""NOVA1"", ""VCAN"", ""NRCAM"", ""RAB31"", ""SCD5"", ""TRIM9"", ""ANKS1B"", ""MAP2"", ""LSAMP"")","5"
"32","Tanycytes","0.0518409425625921","0.111087734062697","0.0755861140764237","-0.681407448023162","-1.46750332557539","5","c(""PTN"", ""IGFBP5"", ""PRDX6"", ""VCAN"")","5"
"33","Macrophages","0.0463445555712072","0.104275250035216","0.0782805675040982","-0.608176082806503","-1.51369710185314","8","c(""S100A4"", ""LGALS3"", ""NRP2"")","5"
"34","Chanoch_Myers_ASTROCYTE","0.028193952601471","0.0667751508982208","0.0993535227577061","-0.575151668495479","-1.57852728855153","11","c(""CLU"", ""CST3"", ""PRDX6"", ""TSC22D4"", ""PMP2"", ""HTRA1"", ""ID4"", ""F3"")","5"
"35","Neftel_Cell_2019_G2.M","0.0228820484881504","0.0572051212203759","0.110534700747335","-0.586837693721396","-1.61060006295914","11","c(""CENPF"", ""KPNA2"", ""ARL6IP1"", ""GPSM2"", ""CDC25B"", ""MZT1"", ""CKAP2"", ""HMGB3"", ""SMC4"")","5"
"36","Bergmann.glia","0.0037211965078002","0.0114331561528432","0.285313392143872","-0.764497714533044","-1.74675636616444","6","c(""FABP7"", ""S100B"", ""METRN"")","5"
"37","Chanoch_Myers_MHCI","0.000855142146340839","0.00296010742964137","0.477270815362862","-0.784437182303925","-1.8730756462432","7","c(""B2M"", ""HLA-A"", ""HLA-B"", ""HLA-C"")","5"
"38","Chanoch_Myers_MES_OTHER","0.000703071789824164","0.00263651921184061","0.477270815362862","-0.680942040598764","-1.91228768652831","12","c(""SCG2"", ""SPP1"", ""PPIB"", ""IGFBP3"", ""TNFRSF12A"", ""WWTR1"", ""COL6A2"", ""SAT1"", ""TNC"", ""GADD45A"")","5"
"39","Monocytes","0.000328036327878499","0.00134196679586659","0.49849310876659","-0.810755217751805","-1.93591773528035","7","c(""S100A4"", ""CD44"", ""PSAP"", ""IFITM3"", ""VCAN"")","5"
"40","Hu_2022_RG","6.21773370342532e-05","0.00027979801665414","0.538434096309916","-0.803878576401507","-2.0705469017353","9","c(""FABP7"", ""GPM6B"", ""TUBB2B"", ""SOX2"", ""PTPRZ1"", ""SOX9"", ""SLC1A3"", ""FABP5"")","5"
"41","Neural.stem.precursor.cells","3.78482911021263e-05","0.000189241455510631","0.557332238758646","-0.770431902721451","-2.1144818819665","11","c(""S100B"", ""S100A6"", ""SOX2"", ""CBX3"", ""IGFBP3"", ""RBM3"", ""SOX9"", ""SLC1A3"", ""ISG15"", ""ID4"")","5"
"42","Neftel_Cell_2019_OPC","4.10871742570721e-06","2.64131834509749e-05","0.610526878385931","-0.677056322809286","-2.24447011268172","22","c(""GPM6B"", ""DBI"", ""PTPRZ1"", ""BCAN"", ""LIMA1"", ""THY1"", ""PMP2"", ""VCAN"", ""CNP"", ""TTYH1"", ""OLIG1"", ""PLP1"", ""FABP5"", ""RAB31"", ""SCRG1"")","5"
"43","Neftel_Cell_2019_AC","1.88445414989393e-06","1.41334061242045e-05","0.643551836150722","-0.68114652148936","-2.28606307529252","23","c(""FABP7"", ""S100B"", ""GPM6B"", ""S100A16"", ""DBI"", ""CLU"", ""PTPRZ1"", ""CST3"", ""ANXA5"", ""BCAN"", ""PON2"", ""PMP2"", ""RAMP1"", ""TTYH1"", ""SLC1A3"", ""RAB31"")","5"
"44","Chanoch_Myers_MES_CORE_GENES","5.71007682096762e-07","6.42383642358857e-06","0.659444398037935","-0.742658535404314","-2.37033727877216","19","c(""S100A10"", ""TMSB10"", ""ANXA2"", ""TIMP1"", ""S100A6"", ""S100A16"", ""ANXA1"", ""LGALS3"", ""CD44"", ""SERPINE1"", ""CTSB"", ""TGFBI"", ""TAGLN2"", ""S100A11"", ""NPC2"")","5"
"45","Neftel_Cell_2019_MES1","1.47940448296822e-08","3.32866008667849e-07","0.747739663149885","-0.70460094857272","-2.51139929337777","29","c(""S100A10"", ""SPP1"", ""ANXA2"", ""TIMP1"", ""S100A16"", ""ANXA1"", ""LGALS3"", ""CD44"", ""RCAN1"", ""SERPINE1"", ""IFITM3"", ""CLIC1"", ""EMP1"", ""PRDX6"", ""CTSB"", ""WWTR1"", ""TAGLN2"", ""S100A11"", ""NPC2"", ""GSN"")","5"
"46","Hu_2022_Peri","9.67957876031433e-10","9.92156822932219e-09","0.788186810800237","0.73842111898456","2.46787241394493","38","c(""COL1A1"", ""LUM"", ""COL3A1"", ""COL1A2"", ""DCN"", ""IGFBP4"", ""BGN"", ""OLFML3"", ""COL6A1"", ""COL5A1"", ""ISLR"", ""PDGFRB"", ""ASPN"", ""PCOLCE"", ""NUPR1"", ""PRELP"", ""CTSK"", ""CPED1"", ""NOTCH3"", ""EDNRA"", ""LAMB1"", ""COL15A1"", ""MYL9"", ""COLEC12"", ""TAGLN"")","4"
"47","Yang_BioRxiv_2021_Perivascular_fibroblast","1.76334990084357e-07","1.44594691869173e-06","0.690132458796796","0.698660895262386","2.29632223771735","35","c(""APOD"", ""COL1A2"", ""DCN"", ""COL6A3"", ""ABCA8"", ""FBN1"", ""C1S"", ""ABCA6"", ""ABCA9"", ""GPC3"", ""ABCA10"", ""VIT"", ""CPED1"", ""SRPX2"", ""COL12A1"", ""LAMB1"", ""CDH11"", ""COL15A1"", ""THBS1"", ""COLEC12"", ""RBMS3"")","4"
"48","Yang_BioRxiv_2021_Pericyte","0.000870915853654192","0.00357075499998219","0.477270815362862","0.556394595964994","1.86751198255225","39","c(""DCN"", ""PLXDC1"", ""CRISPLD2"", ""PDGFRB"", ""COL4A1"", ""PRELP"", ""NR2F2"", ""COL5A3"", ""COL4A2"", ""HES4"", ""NOTCH3"", ""P2RY14"", ""EDNRA"", ""KCNE4"", ""COLEC12"", ""CARMN"", ""DLC1"", ""ARHGAP10"", ""C1QTNF1"", ""CYTH3"", ""PDE5A"", ""CTDSPL"", ""NID1"")","4"
"49","Fibroblasts","0.00261335424016725","0.00892896032057145","0.326351610990907","0.618067432558622","1.83986814146462","22","c(""COL1A1"", ""DCN"", ""CXCL14"", ""NR4A1"", ""TCF4"", ""MGP"", ""THY1"", ""SERPINH1"", ""LAMB1"", ""NR4A2"", ""DKK3"", ""CEBPB"", ""INMT"", ""KLF2"", ""PDGFRA"", ""FOSB"", ""STAT3"")","4"
"50","Chanoch_Myers_MES_CORE_GENES","0.000549699724308198","0.00250418763295957","0.477270815362862","0.85692618411929","1.83079457407732","6","c(""COL1A1"", ""COL1A2"", ""IGFBP7"", ""FN1"")","4"
"51","Yang_BioRxiv_2021_SMC","0.00318714941356451","0.0093337947111532","0.291090917251384","0.580159061706629","1.80421195331693","27","c(""C11orf96"", ""IGFBP4"", ""CRISPLD2"", ""COL4A1"", ""COL4A2"", ""SLIT3"", ""COL18A1"", ""ADAMTS1"", ""NOTCH3"", ""MYL9"", ""TAGLN"", ""CARMN"", ""ARHGAP10"")","4"
"52","Chanoch_Myers_IMMUNE","0.00793879907621247","0.0191465154191007","0.194887297433682","0.727606466933524","1.73465644324393","9","c(""CXCL14"", ""CFH"", ""C1S"", ""CCL2"", ""C1R"", ""SERPING1"")","4"
"53","Richards_NatureCancer_2021_sc.Injury_Response","2.74334810112772e-07","1.87462120243728e-06","0.674962860011025","0.382915947909835","1.66301776058717","462","c(""COL1A1"", ""COL3A1"", ""COL1A2"", ""COL6A3"", ""OGN"", ""IGFBP7"", ""LRRC17"", ""CXCL14"", ""CFH"", ""FOXS1"", ""FBN1"", ""C1S"", ""SFRP4"", ""BGN"", ""OLFML3"", ""COL6A1"", ""HIC1"", ""ABI3BP"", ""PI16"", ""GLT8D2"", ""COL5A1"", ""ISLR"", ""PDGFRB"", ""OAF"", ""CHN1"", ""ASPN"", ""CCL2"", ""PCOLCE"", ""MMP2"", ""VCAN"", ""IGFBP6"", ""COL5A2"", ""ABCA6"", ""RRBP1"", ""ABCA9"", ""INHBA"", ""ALDH1A3"", ""FAM114A1"", ""SSPN"", ""KDELR3"", ""MFAP2"", ""HIST1H2AC"", ""CHSY1"", ""MGP"", ""C1R"", ""SERPINH1"", ""KANK4"", ""HTRA3"", ""SOCS3"", ""FILIP1L"", ""DUSP1"", ""PDGFRL"", ""COPZ2"", ""CTSK"", ""COL5A3"", 
""COL4A2"", ""SOCS1"", ""SLIT3"", ""MXRA8"", ""COL18A1"", ""COL21A1"", ""PLK2"", ""FOXC1"", ""TPM4"", ""CPED1"", ""OMD"", ""SRPX2"", ""RUNX1T1"", ""CEBPD"", ""DAB2"", ""TIAM1"", ""COL12A1"", ""CCL11"", ""SEC31A"", ""CLDN1"", ""EDNRA"", ""KIAA1755"", ""HCFC1R1"", ""LAMB1"", ""CDH11"", ""SBSPON"", ""FKBP7"", ""RBFOX2"", ""NR4A2"", ""CYGB"", ""FSTL1"", ""FAM198B"", ""TWIST1"", ""STARD13"", ""AKAP9"", ""SPON2"", ""THBD"", ""SERPING1"", ""TSHZ3"", ""S1PR3"", ""LHFPL2"", ""THBS1"", ""COLEC12"", ""PGF"", ""ITPRIPL2"", ""RBMS3"", ""TPD52L1"", ""GEM"", ""HGF"", ""HEXB"", ""P3H1"", ""P3H3"", ""RAI14"", ""CDC42EP5"", 
""ARHGAP10"", ""PLAGL1"", ""CTHRC1"", ""HDLBP"", ""GPX8"", ""SCPEP1"", ""EPB41L2"", ""LY6E"", ""UACA"", ""EMILIN1"", ""GOLGB1"", ""C1QTNF1"", ""STOM"", ""HSPG2"", ""CEBPB"", ""RND3"", ""FSTL3"", ""IFITM2"", ""ECM2"", ""OSTC"", ""KLF2"", ""CD38"", ""MMP11"", ""GGT5"", ""PLOD1"", ""COL11A1"", ""DNM3OS"", ""PPIC"", ""IFITM3"", ""PMAIP1"", ""EFEMP2"", ""TLN2"", ""ZDHHC9"", ""RAB34"", ""XAF1"", ""TGFB1I1"", ""AKR1C3"", ""XBP1"", ""NID1"", ""F10"", ""RARRES1"", ""TERF1"", ""FOSB"", ""NTN4"", ""KLF5"", ""CD248"", ""CRABP1"", ""ITGA1"", ""PRKAR1A"", ""MBTPS1"", ""ACBD3"", ""RASL12"", ""PODN"", ""SPATS2L"", ""FBLN1"", 
""TGFB3"", ""CREB3L2"", ""NUCB2"", ""FZD1"", ""ADH1C"", ""CLMP"", ""PDLIM7"", ""TMEM45A"", ""CYP1B1"", ""ADAM33"", ""SEC24D"", ""LAMA2"", ""ARF4"")","4"
"54","Meningeal.cells","0.0182798921186695","0.0394460829929183","0.130086070372915","0.758729762268485","1.62100115236851","6","c(""LUM"", ""DCN"", ""FOXC1"", ""BMP7"")","4"
"55","Tanycytes","0.0458333333333333","0.0854166666666667","0.082532787767263","0.74383618998781","1.51050030967821","5","c(""MEST"", ""VCAN"", ""IGFBP5"", ""SCN7A"")","4"
"56","Mast.cells","0.0806219783091598","0.143717439594589","0.0562847952048854","0.482444421338086","1.43614446270487","22","c(""OAF"", ""CCL2"", ""KDELR3"", ""DUSP1"", ""COPZ2"", ""SOCS1"", ""EDNRA"", ""FAM198B"", ""STARD13"")","4"
"57","Pericytes","0.0978395061728395","0.167142489711934","0.0554741407704174","0.689945229034131","1.40106450337424","5","c(""COL1A1"", ""P2RY14"")","4"
"58","Endothelial.cells","0.10768253968254","0.176599365079365","0.0474106087961033","0.437233938782015","1.36978339562013","28","c(""IGFBP7"", ""MEOX2"", ""POSTN"", ""MGP"", ""CDKN1C"", ""WFDC1"", ""ADAMTS1"", ""ID3"", ""THBD"", ""SPARCL1"", ""C1QTNF1"", ""HSPG2"", ""INMT"")","4"
"59","Macrophages","0.163020677255019","0.257071067979069","0.0413010397545629","0.612635344910402","1.30887524052342","6","c(""CCL2"", ""CTSK"", ""DAB2"")","4"
"60","Microglia","0.312861781730905","0.458119037534539","0.0270431395006687","0.456940484519112","1.14616863327926","11","c(""OLFML3"", ""FOS"", ""COLEC12"", ""AEBP1"", ""EGR1"", ""TMEM119"", ""TMEM173"", ""ITGB5"", ""MRC2"")","4"
"61","Neftel_Cell_2019_MES1","0.349076260591749","0.484414856341976","0.0249054022661956","0.425491741200357","1.11239316109525","13","c(""IGFBP7"", ""FN1"", ""C1S"", ""MGP"", ""C1R"")","4"
"62","Neftel_Cell_2019_NPC2","0.354449894884373","0.484414856341976","0.0247999400372046","0.431870532182905","1.10527315088211","12","c(""DCX"", ""TCF4"", ""RBFOX2"", ""NREP"", ""RND3"", ""CRABP1"")","4"
"63","Chanoch_Myers_MES_OTHER","0.387990762124711","0.506995763129372","0.0237978229280564","0.450442971663376","1.0738824331824","9","c(""DCN"", ""SFRP4"", ""IGFBP6"", ""MGP"")","4"
"64","Purkinje.neurons","0.398611111111111","0.506995763129372","0.0244504540047781","0.525158758997319","1.06643435580712","5","c(""GAD1"", ""PDE5A"", ""PKP4"")","4"
"65","Muller_GenBiology_2017_BDM","0.408069760567544","0.506995763129372","0.0233635636219539","0.476188055484536","1.05889876363196","7","c(""THBD"", ""IFITM2"", ""METRNL"", ""PIM1"", ""FOSL2"")","4"
"66","Interneurons","0.510070843172663","0.607357307819202","0.0189412859890119","0.371646339332089","0.971621317614316","13","c(""CXCL14"", ""CHN1"", ""GAD1"", ""LINGO1"")","4"
"67","Monocytes","0.518475750577367","0.607357307819202","0.019271737884772","0.403961977825324","0.963069020831397","9","c(""FN1"", ""VCAN"", ""ZFP36L2"", ""IFITM3"", ""MGMT"")","4"
"68","Neurons","0.807368689444161","0.871108322821332","0.0109797068571934","0.238189856112013","0.74073648749357","27","c(""CHN1"", ""MATN2"", ""IGF1"", ""SCRG1"", ""GPATCH8"", ""ATP6V0A1"", ""GAD1"")","4"
"69","Neftel_Cell_2019_MES2","0.843014128728414","0.886245622509359","0.0120108155031881","0.27960504348122","0.684518993044548","10","c(""SLC2A3"", ""ATF3"", ""P4HA1"", ""NDRG1"", ""HERPUD1"", ""BNIP3L"")","4"
"70","Cajal.Retzius.cells","0.961042852861852","0.982169613425232","0.0107890155679819","0.254018556422433","0.542702281050157","6","c(""ZDBF2"", ""LINGO1"", ""DACT1"", ""ATP13A2"", ""NBEA"")","4"
"71","Yang_BioRxiv_2021_Neuron","0.982169613425232","0.982169613425232","0.0104604780775554","0.230152263659961","0.491712732472199","6","c(""TIAM1"", ""SLIT2"", ""DNM1"", ""FRMD4A"", ""NBEA"")","4"
"72","Oligodendrocyte.progenitor.cells","0.670471613097026","0.742955030729137","0.0269183101288692","-0.335899950452316","-0.821713966742","6","c(""OLIG1"", ""OLIG2"")","4"
"73","Yang_BioRxiv_2021_T_cell","0.586502226789997","0.667960869399718","0.0317487252503017","-0.294046134920506","-0.889644777891824","11","c(""STK17A"", ""CELF2"", ""FAM49B"")","4"
"74","Yang_BioRxiv_2021_BEC_capillary","0.277366575769381","0.421186281723874","0.0521267529114222","-0.330982435116328","-1.14867550593423","17","c(""MT2A"", ""MYO10"", ""GRB10"", ""NEDD9"", ""AKAP12"", ""AP3S1"")","4"
"75","Neftel_Cell_2019_NPC1","0.045692361353331","0.0854166666666667","0.12546307449004","-0.515383998341306","-1.60037082490787","12","c(""BCAN"", ""MAP2"", ""OLIG1"", ""HES6"", ""BEX1"")","4"
"76","Neftel_Cell_2019_OPC","0.037536443148688","0.0769497084548105","0.141766537975907","-0.495497463759142","-1.62061300297259","14","c(""PTPRZ1"", ""BCAN"", ""GPM6B"", ""PMP2"", ""OLIG1"", ""TTYH1"", ""RAB31"", ""SCD5"")","4"
"77","Astrocytes","0.0157927984838913","0.0359724854355303","0.204544131818546","-0.659407220541752","-1.7902660996565","8","c(""FABP7"", ""S100B"", ""SLC1A3"", ""APOE"")","4"
"78","Neural.stem.precursor.cells","0.00677845165893685","0.0173697823760257","0.335068558717014","-0.598380085204488","-1.9083300502057","13","c(""SOX2"", ""S100B"", ""HOPX"", ""SLC1A3"", ""APOE"", ""ID4"")","4"
"79","Chanoch_Myers_ASTROCYTE","0.0030056310288798","0.0093337947111532","0.431707695803346","-0.83557716851713","-1.91448226378555","5","c(""PMP2"", ""HOPX"", ""APOE"", ""ID4"")","4"
